SC,EASLEY,2021/08/20,36,63,88,90
SC,PICKENS,2021/08/20,25,50,,
SC,SPARTANBURG,2021/08/20,25,83,45,89
SC,GREER,2021/08/20,43,75,,100
SC,GREER,2021/08/20,31,61,77,90
SC,ABBEVILLE,2021/08/20,20,53,0,0
SC,HILTON HEAD ISLAND,2021/08/20,30,84,41,66
SC,BEAUFORT,2021/08/20,29,93,80,109
SC,SUMMERVILLE,2021/08/20,20,80,55,96
SC,MOUNT PLEASANT,2021/08/20,42,65,74,86
SC,CHARLESTON,2021/08/20,21,78,38,65
SC,GAFFNEY,2021/08/20,32,56,,62
SC,WALTERBORO,2021/08/20,20,51,67,107
SC,HARTSVILLE,2021/08/20,24,47,39,60
SC,DILLON,2021/08/20,23,64,93,98
SC,MURRELLS INLET,2021/08/20,21,85,30,94
SC,GEORGETOWN,2021/08/20,24,66,52,90
SC,SIMPSONVILLE,2021/08/20,25,42,,95
SC,CONWAY,2021/08/20,25,71,70,91
SC,LORIS,2021/08/20,23,66,64,97
SC,MYRTLE BEACH,2021/08/20,22,89,31,94
SC,HARDEEVILLE,2021/08/20,34,69,,88
SC,CAMDEN,2021/08/20,27,82,63,90
SC,WEST COLUMBIA,2021/08/20,32,88,65,88
SC,COLUMBIA,2021/08/20,21,63,41,66
SC,MULLINS,2021/08/20,21,68,,76
SC,COLUMBIA,2021/08/20,21,100,,100
SC,ROCK HILL,2021/08/20,26,83,26,66
